pathway,NES,padj,size
Positive Regulation Of Necrotic Cell Death (GO:0010940),1.4322180369340436,0.25235700607299805,6
Cellular Response To Glucose Starvation (GO:0042149),1.4321291085450232,0.17573317885398865,42
Glucose Metabolic Process (GO:0006006),1.432126244015889,0.05919530615210533,59
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),1.4320555339689574,0.2336939573287964,24
Regulation Of MHC Class II Biosynthetic Process (GO:0045346),1.431405479092022,0.3019469678401947,14
Positive Regulation Of Cellular Metabolic Process (GO:0031325),1.4313317995498804,0.1335608810186386,56
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),1.4312708940627352,0.23727594316005707,25
Positive Regulation Of Type I Interferon Production (GO:0032481),1.4307597511145282,0.14321784675121307,64
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),1.4304941996329397,0.2723425328731537,44
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",1.4303513363032072,0.30660662055015564,14
Regulation Of Receptor Binding (GO:1900120),1.430207105066909,0.25681906938552856,9
Positive Regulation Of T Cell Proliferation (GO:0042102),1.430072537359442,0.16194064915180206,65
Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),1.429930187143063,0.23248130083084106,17
Axonal Transport Of Mitochondrion (GO:0019896),1.4286666836046047,0.2734111249446869,12
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),1.428504205405336,0.2781153917312622,15
Positive Regulation Of Leukocyte Migration (GO:0002687),1.4284594462542133,0.19125956296920776,31
Cellular Response To UV-A (GO:0071492),1.4283770529192337,0.26895129680633545,10
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),1.428217124009301,0.23407374322414398,20
Synapse Pruning (GO:0098883),1.427428122101594,0.2835230231285095,8
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),1.4266462020141333,0.1854836642742157,21
Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637),1.42635802868214,0.2952716052532196,11
Golgi Lumen Acidification (GO:0061795),1.425645039190385,0.2611103653907776,9
Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203),1.4254018123843497,0.26807719469070435,10
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271),1.4251596408623468,0.2493644505739212,6
B Cell Activation (GO:0042113),1.4251489645456255,0.09734964370727539,92
Positive Regulation Of Interleukin-1 Production (GO:0032732),1.4245671049610389,0.05919530615210533,64
Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665),1.4245060315361937,0.2835230231285095,10
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),1.424081400795355,0.14321784675121307,64
Positive Regulation Of Erythrocyte Differentiation (GO:0045648),1.423027127927522,0.22621417045593262,26
Ribosomal Small Subunit Biogenesis (GO:0042274),1.4230124280697296,0.19329887628555298,84
Regulation Of Dendritic Cell Chemotaxis (GO:2000508),1.4226688851430367,0.2678939402103424,7
Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),1.4226659882483106,0.2826685309410095,13
Outer Mitochondrial Membrane Organization (GO:0007008),1.4226659882483106,0.2826685309410095,13
Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862),1.4219726428079238,0.27925920486450195,9
ATP Metabolic Process (GO:0046034),1.4201850198390473,0.2493644505739212,34
HALLMARK_E2F_TARGETS,1.4191322849752617,0.0,200
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),1.4190939347480802,0.23699867725372314,31
Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),1.418821701049458,0.24368423223495483,33
Positive Regulation Of T Cell Differentiation (GO:0045582),1.4185143210752453,0.17830562591552734,64
"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)",1.4179274828948587,0.27449625730514526,11
High-Density Lipoprotein Particle Remodeling (GO:0034375),1.4179148533969281,0.267764151096344,15
Mononuclear Cell Differentiation (GO:1903131),1.4171339565986978,0.2372971624135971,24
Nucleocytoplasmic Transport (GO:0006913),1.415896675888318,0.187761127948761,50
Epiboly Involved In Wound Healing (GO:0090505),1.4155543509341142,0.2979210913181305,15
Regulation Of Amyloid-Beta Clearance (GO:1900221),1.4154835623005795,0.30028074979782104,15
Regulation Of Macrophage Chemotaxis (GO:0010758),1.4152145718273192,0.2501126527786255,20
Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),1.4149905360859103,0.19536904990673065,32
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1.4147493875355022,0.2010677456855774,39
Fat-Soluble Vitamin Metabolic Process (GO:0006775),1.414537855054657,0.2676815688610077,24
Lysosomal Membrane Organization (GO:0097212),1.4138638328760538,0.30435237288475037,11
Regulation Of Fibroblast Proliferation (GO:0048145),1.4135402573324403,0.21132075786590576,46
Positive Regulation Of Gastrulation (GO:2000543),1.4131409715549923,0.2933051288127899,6
Nucleotide Biosynthetic Process (GO:0009165),1.4131125497483814,0.2722134292125702,19
Nucleoside Phosphate Biosynthetic Process (GO:1901293),1.4129911984137091,0.27449625730514526,11
T-helper Cell Lineage Commitment (GO:0002295),1.4127310514584694,0.2653481662273407,10
Positive Regulation Of Cellular Senescence (GO:2000774),1.4124914417872036,0.2542187571525574,10
Intracellular Zinc Ion Homeostasis (GO:0006882),1.4123152892653101,0.28680408000946045,17
Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994),1.4122813390129618,0.31180211901664734,12
Positive Regulation Of Neutrophil Migration (GO:1902624),1.4119692948875902,0.22176365554332733,23
Nucleobase-Containing Small Molecule Interconversion (GO:0015949),1.4117877795216303,0.28040656447410583,7
Hormone Transport (GO:0009914),1.4112911339195597,0.2803571820259094,9
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),1.4109983181639303,0.2734111249446869,27
Protein Kinase A Signaling (GO:0010737),1.4107237895508495,0.2829841077327728,16
Glycolipid Transport (GO:0046836),1.4105259861530386,0.22369705140590668,5
Positive Regulation Of Translation (GO:0045727),1.4099513414034428,0.059027720242738724,108
Ribosome Assembly (GO:0042255),1.4099409794904763,0.26655223965644836,50
Zinc Ion Transport (GO:0006829),1.409549981400423,0.25951087474823,23
Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),1.4086627501027371,0.2636755704879761,19
HALLMARK_MYC_TARGETS_V2,1.4084330893530297,0.16220806539058685,58
Negative Regulation Of Protein Transport (GO:0051224),1.4083180499436008,0.3070892095565796,25
Regulation Of Tau-Protein Kinase Activity (GO:1902947),1.4081279400417523,0.295863538980484,9
Cell Morphogenesis Involved In Differentiation (GO:0000904),1.4070656972724072,0.27861571311950684,24
Vacuolar Acidification (GO:0007035),1.4069331920321955,0.216817706823349,29
L-aspartate Transmembrane Transport (GO:0070778),1.4069310200416092,0.2734111249446869,5
L-aspartate Import Across Plasma Membrane (GO:0140009),1.4069310200416092,0.2734111249446869,5
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),1.4068700457281187,0.1335608810186386,67
Negative Regulation Of Actin Filament Polymerization (GO:0030837),1.4058399548423943,0.2636755704879761,23
Release Of Cytochrome C From Mitochondria (GO:0001836),1.4052294146203743,0.2803571820259094,19
Regulation Of Plasma Membrane Repair (GO:1905684),1.405058691994907,0.2722134292125702,5
Intracellular pH Reduction (GO:0051452),1.4049704621128014,0.2390851527452469,32
Regulation Of Ribonuclease Activity (GO:0060700),1.4041994973320546,0.30441364645957947,5
Regulation Of Cytoplasmic Translation (GO:2000765),1.4040296924835485,0.2636755704879761,24
Regulation Of Activated T Cell Proliferation (GO:0046006),1.4035375257650597,0.2193601280450821,33
Cellular Response To Exogenous dsRNA (GO:0071360),1.4029373314442188,0.3191074728965759,14
Regulation Of Lysosome Organization (GO:1905671),1.4019231976137032,0.2781153917312622,5
HALLMARK_COMPLEMENT,1.4018501794384788,0.0,200
Regulation Of Cellular Respiration (GO:0043457),1.401574123650902,0.3191074728965759,17
Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615),1.4008190671787175,0.3119019865989685,7
Proton-Transporting ATP Synthase Complex Assembly (GO:0043461),1.4008190671787175,0.3119019865989685,7
T Cell Migration (GO:0072678),1.4001153365393415,0.30594292283058167,17
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),1.3998988338618237,0.2739676237106323,17
Regulation Of Smooth Muscle Cell Migration (GO:0014910),1.399843893232746,0.2952716052532196,19
"Negative Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904153)",1.398847709406341,0.31180211901664734,8
Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),1.3985122471459521,0.2734111249446869,30
Regulation Of Granulocyte Differentiation (GO:0030852),1.3982801515201246,0.2871072292327881,9
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),1.3979563516275844,0.315095990896225,18
Positive Regulation Of ATP-dependent Activity (GO:0032781),1.3972219353694024,0.24854715168476105,39
Regulation Of Aerobic Respiration (GO:1903715),1.3968449883754959,0.2783242166042328,17
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),1.3955980094577791,0.1869211196899414,57
TORC1 Signaling (GO:0038202),1.3943498312981106,0.32118555903434753,10
Protein Localization To Vacuole (GO:0072665),1.3938683614743088,0.3272682726383209,14
B Cell Differentiation (GO:0030183),1.3932056963026351,0.17830562591552734,68
Defense Response To Virus (GO:0051607),1.3930783387521617,0.0,189
Maturation Of 5.8S rRNA (GO:0000460),1.3928130319082719,0.2790737450122833,16
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639),1.3926847455789009,0.328227698802948,8
Positive Regulation Of Growth (GO:0045927),1.3921171912490027,0.15214955806732178,81
Nuclear Membrane Reassembly (GO:0031468),1.3920174402422671,0.30435237288475037,23
Regulation Of Interleukin-10 Production (GO:0032653),1.3916233431176657,0.212947815656662,46
Response To Organonitrogen Compound (GO:0010243),1.391538325254024,0.20024284720420837,47
L-amino Acid Transport (GO:0015807),1.3915043336413706,0.2770192623138428,26
Positive Regulation Of Inflammatory Response (GO:0050729),1.3913834774883875,0.07945524156093597,104
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),1.3911960263924452,0.2657391428947449,21
Negative Regulation Of Cellular Response To Hypoxia (GO:1900038),1.3908368752261975,0.2952716052532196,5
Regulation Of Immunoglobulin Production (GO:0002637),1.3907706488677747,0.30435237288475037,27
Thyroid Hormone Transport (GO:0070327),1.3906514781085622,0.33753877878189087,7
Cellular Response To Lipopolysaccharide (GO:0071222),1.3901555702791264,0.059027720242738724,124
"Protein Alpha-1,2-Demannosylation (GO:0036508)",1.3884521897826636,0.3235872983932495,16
"DNA Damage Response, Signal Transduction Resulting In Transcription (GO:0042772)",1.3884386657056618,0.3346908986568451,9
Tyrosine Phosphorylation Of STAT Protein (GO:0007260),1.3876150524487516,0.35747575759887695,8
Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),1.3872315209751935,0.31724801659584045,19
Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303),1.3870503029011907,0.3197173774242401,6
Protein K63-linked Ubiquitination (GO:0070534),1.3867500166634044,0.216670960187912,54
Endosome Organization (GO:0007032),1.3865784860387167,0.23651015758514404,53
Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863),1.386251726809723,0.3471175730228424,11
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),1.3859479050107077,0.17087134718894958,62
Quinone Metabolic Process (GO:1901661),1.385937895835435,0.3319590389728546,9
Regulation Of Amyloid-Beta Formation (GO:1902003),1.3853628675011793,0.2950745224952698,33
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),1.3851792361710809,0.3054773509502411,11
Nuclear Transport (GO:0051169),1.3845253152451733,0.2611103653907776,39
Nucleobase-Containing Compound Catabolic Process (GO:0034655),1.3843194992620178,0.2063271552324295,44
Carboxylic Acid Catabolic Process (GO:0046395),1.3835842363439046,0.31030145287513733,17
Delamination (GO:0060232),1.3834869423476104,0.3642490804195404,6
Regulation Of Nitric Oxide Mediated Signal Transduction (GO:0010749),1.383216642616307,0.3455449938774109,5
Response To Interleukin-4 (GO:0070670),1.38272707262685,0.31030145287513733,9
Positive Regulation Of Translational Initiation (GO:0045948),1.3821713349798472,0.3204595446586609,21
Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),1.3820556853417956,0.32710281014442444,5
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",1.3819538759344854,0.216817706823349,48
Vesicle Fusion With Vacuole (GO:0051469),1.3817088410148688,0.3461894094944,9
Multivesicular Body-Lysosome Fusion (GO:0061763),1.3817088410148688,0.3461894094944,9
Positive Regulation Of Interleukin-8 Production (GO:0032757),1.3815147535681742,0.19822825491428375,61
Regulation Of T Cell Migration (GO:2000404),1.38134933462609,0.2781153917312622,23
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179),1.3812795409552239,0.27224376797676086,29
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1.381154802294946,0.17830562591552734,82
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),1.381077898569229,0.33934009075164795,13
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168),1.380821363224244,0.3648452162742615,11
Immunological Synapse Formation (GO:0001771),1.3807966506592502,0.31350186467170715,7
Amyloid Precursor Protein Metabolic Process (GO:0042982),1.3807350361923312,0.3084198236465454,17
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),1.3807114457662195,0.24689683318138123,44
Regulation Of Stem Cell Proliferation (GO:0072091),1.3806663234075767,0.33753877878189087,16
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),1.3806332962484698,0.09734964370727539,109
rRNA Metabolic Process (GO:0016072),1.3804805981282062,0.16999688744544983,91
Respiratory Chain Complex IV Assembly (GO:0008535),1.3804150802799424,0.2871072292327881,26
Regulation Of Mononuclear Cell Migration (GO:0071675),1.3804137105055299,0.3186178207397461,22
Type II Interferon-Mediated Signaling Pathway (GO:0060333),1.380183334123147,0.35627296566963196,9
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042),1.3801386107312392,0.2781153917312622,6
Positive Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034393),1.3798575772727606,0.31324636936187744,8
Late Endosome To Vacuole Transport (GO:0045324),1.379240444288864,0.3545549213886261,20
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),1.3790620767750226,0.3039499819278717,40
Mitochondrion Organization (GO:0007005),1.3788050753092396,0.0,162
Response To Exogenous dsRNA (GO:0043330),1.3786832383133836,0.3059799373149872,35
Negative Regulation Of Catalytic Activity (GO:0043086),1.3782335956531917,0.3070892095565796,26
Proteasomal Protein Catabolic Process (GO:0010498),1.3782020754893092,0.0,220
Triglyceride Homeostasis (GO:0070328),1.377915997253526,0.3180941045284271,31
Positive Regulation Of T Cell Migration (GO:2000406),1.3776438542492595,0.24152646958827972,25
Positive Regulation Of Immunoglobulin Production (GO:0002639),1.3772069258037898,0.2838146984577179,34
Negative Regulation Of Amyloid-Beta Formation (GO:1902430),1.3769308637966264,0.3708406388759613,16
Regulation Of Phagocytosis (GO:0050764),1.3764517458702934,0.2193601280450821,58
Proline Transport (GO:0015824),1.37576128353586,0.34189945459365845,8
B Cell Mediated Immunity (GO:0019724),1.375314136344974,0.33729088306427,15
Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),1.3751540516666558,0.3461894094944,18
COPI-coated Vesicle Budding (GO:0035964),1.3751382430149872,0.2734111249446869,5
COPI Coating Of Golgi Vesicle (GO:0048205),1.3751382430149872,0.2734111249446869,5
Golgi Transport Vesicle Coating (GO:0048200),1.3751382430149872,0.2734111249446869,5
