gene,score,logfoldchange,pval,pval_adj
IFI27,47.625816345214844,0.562545895576477,0.0,0.0
NPC2,47.52449417114258,0.44883090257644653,0.0,0.0
SOX4,47.46029281616211,0.7976739406585693,0.0,0.0
UCP2,47.4357795715332,0.5458800792694092,0.0,0.0
CDC42SE2,47.39702224731445,0.5626165270805359,0.0,0.0
SFN,47.39208984375,1.5445759296417236,0.0,0.0
C4orf3,47.22593688964844,0.5948363542556763,0.0,0.0
COL18A1,47.15830612182617,0.6698654890060425,0.0,0.0
HIST1H1D,47.14344024658203,1.1262859106063843,0.0,0.0
KRTCAP2,46.966766357421875,0.6665219664573669,0.0,0.0
LSR,46.96142578125,0.7073541879653931,0.0,0.0
BASP1,46.88691329956055,1.2331469058990479,0.0,0.0
HSPA5,46.85118103027344,0.7678794860839844,0.0,0.0
MAGED1,46.80224609375,0.7363177537918091,0.0,0.0
TPD52,46.7441520690918,0.9018613696098328,0.0,0.0
YBX1,46.71514892578125,0.5348473191261292,0.0,0.0
SURF4,46.60819625854492,0.5947022438049316,0.0,0.0
CD63,46.600868225097656,0.42908555269241333,0.0,0.0
ARF6,46.58589172363281,0.6676821708679199,0.0,0.0
ZFP36L1,46.51530838012695,0.3804907202720642,0.0,0.0
C9orf16,46.483463287353516,0.8897975087165833,0.0,0.0
SEC61A1,46.46129608154297,0.58269864320755,0.0,0.0
ATP5MG,46.34914016723633,0.8018336296081543,0.0,0.0
SLC16A3,46.323482513427734,0.7454001903533936,0.0,0.0
THBS1,46.3216667175293,0.647357165813446,0.0,0.0
CD53,46.292327880859375,0.608525276184082,0.0,0.0
SELL,46.257179260253906,1.5634710788726807,0.0,0.0
SLC39A7,46.2325439453125,0.7123257517814636,0.0,0.0
COX7C,46.216854095458984,0.6145179271697998,0.0,0.0
UFC1,45.97536087036133,0.6161701679229736,0.0,0.0
LAP3,45.94586944580078,0.5794188976287842,0.0,0.0
EMB,45.851192474365234,0.9078570008277893,0.0,0.0
PRDX1,45.67263412475586,0.8075414896011353,0.0,0.0
OS9,45.584232330322266,0.4141817092895508,0.0,0.0
EMC10,45.551124572753906,0.4611283838748932,0.0,0.0
SEPTIN9,45.52094650268555,0.4480857253074646,0.0,0.0
NQO1,45.491336822509766,1.7073359489440918,0.0,0.0
VAMP8,45.486534118652344,0.4883660674095154,0.0,0.0
GCLC,45.38943099975586,0.952630877494812,0.0,0.0
CCDC80,45.37203598022461,1.062731146812439,0.0,0.0
ROMO1,45.32680892944336,0.7916816473007202,0.0,0.0
LIMD2,45.28232192993164,0.5399115681648254,0.0,0.0
THBS2,45.27109909057617,1.4948664903640747,0.0,0.0
LIMK1,45.26881408691406,0.8708897233009338,0.0,0.0
CTSA,45.21297836303711,0.5251083970069885,0.0,0.0
SET,45.210208892822266,0.860753059387207,0.0,0.0
RBM3,45.198020935058594,0.4699942171573639,0.0,0.0
HAPLN3,45.17164993286133,1.194332480430603,0.0,0.0
ATP5MC2,45.16014099121094,0.546502947807312,0.0,0.0
TAF10,45.132118225097656,0.49947255849838257,0.0,0.0
C1QC,45.03994369506836,0.7023209929466248,0.0,0.0
PSAP,44.98008728027344,0.39271146059036255,0.0,0.0
